description,description_en,transaction_type,amount_range,tax_rate,debit_account_code,credit_account_code,debit_account_type,credit_account_type,confidence,source
Manual Payment: 2357,Manual Payment: 2357,other,small,0.0,201002,102014,,,0.95,real_odoo
Mohammed Awad HR Fees : BILL/2025/01/0102,Mohammed Awad HR Fees : BILL/2025/01/0102,other,medium,0.0,201002,999994,,,0.95,real_odoo
Amaduldin Haroon Carmod: BILL/2025/01/0103,Amaduldin Haroon Carmod: BILL/2025/01/0103,other,medium,0.0,201002,999994,,,0.95,real_odoo
Manual Payment: BILL/2025/01/0104,Manual Payment: BILL/2025/01/0104,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/01/0105,Manual Payment: BILL/2025/01/0105,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 798,Manual Payment: 798,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 03253,Manual Payment: 03253,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 15603,Manual Payment: 15603,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 34064,Manual Payment: 34064,other,medium,0.0,201002,102014,,,0.95,real_odoo
Shair Hussain Tile and Ceramic,Shair Hussain Tile and Ceramic,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 112606,Manual Payment: 112606,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 00393,Manual Payment: 00393,other,small,0.0,201002,102014,,,0.95,real_odoo
Folaz Al-Khalej for trade Co.,Folaz Al-Khalej for trade Co.,other,large,0.0,201002,999994,,,0.95,real_odoo
JAHEER CORNER COMPANY,JAHEER CORNER COMPANY,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 2335,Manual Payment: 2335,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 0002-226401,Manual Payment: 0002-226401,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/01/0114,Manual Payment: BILL/2025/01/0114,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/02/0029,Manual Payment: BILL/2025/02/0029,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: INV/2025/00003,Manual Payment: INV/2025/00003,other,medium,0.0,102014,102011,,,0.95,real_odoo
Construction experience of building: BILL/2025/01/0181,Construction experience of building: BILL/2025/01/0181,other,medium,0.0,201002,102014,,,0.95,real_odoo
Jazeerat Al-Alwan For Building Materials,Jazeerat Al-Alwan For Building Materials,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/02/0031,Manual Payment: BILL/2025/02/0031,other,medium,0.0,201002,102014,,,0.95,real_odoo
ABU JAMAL SIGNS STAMP /2025/02/0032,ABU JAMAL SIGNS STAMP /2025/02/0032,other,small,0.0,201002,102014,,,0.95,real_odoo
Multi Tower Trading Est.: BILL/2025/02/0033,Multi Tower Trading Est.: BILL/2025/02/0033,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/02/0034,Manual Payment: BILL/2025/02/0034,other,small,0.0,201002,102014,,,0.95,real_odoo
Palm: BILL/2025/02/0035,Palm: BILL/2025/02/0035,other,small,0.0,201002,102014,,,0.95,real_odoo
بنشر صبا علي ال ناصر: BILL/2025/02/0036,بنشر صبا علي ال ناصر: BILL/2025/02/0036,other,small,0.0,201002,102014,,,0.95,real_odoo
Mubarak bin Falah Bin Mubarak Al-Hajri Est.,Mubarak bin Falah Bin Mubarak Al-Hajri Est.,other,medium,0.0,201002,102014,,,0.95,real_odoo
مطعم النجم الاصيل لتقديم الوجبات: BILL/2025/01/0182,مطعم النجم الاصيل لتقديم الوجبات: BILL/2025/01/0182,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/02/0045,Manual Payment: BILL/2025/02/0045,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 168738,Manual Payment: 168738,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/02/0051,Manual Payment: BILL/2025/02/0051,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 3739,Manual Payment: 3739,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/02/0056,Manual Payment: BILL/2025/02/0056,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 527,Manual Payment: 527,other,large,0.0,201002,999994,,,0.95,real_odoo
Manual Payment: 11034282,Manual Payment: 11034282,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 2550102933,Manual Payment: 2550102933,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 3614,Manual Payment: 3614,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 3613,Manual Payment: 3613,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/01/0185,Manual Payment: BILL/2025/01/0185,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 9308,Manual Payment: 9308,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 14498,Manual Payment: 14498,other,small,0.0,201002,102014,,,0.95,real_odoo
FRAMECAD: 254294,FRAMECAD: 254294,other,large,0.0,201002,203001,,,0.95,real_odoo
stc السعودية,stc السعودية,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment:-Mahfouz Saeed Al-Ghamdi - 9101,Manual Payment:-Mahfouz Saeed Al-Ghamdi - 9101,other,medium,0.0,201002,999994,,,0.95,real_odoo
Mahfouz Saeed Al-Ghamdi: 054,Mahfouz Saeed Al-Ghamdi: 054,other,medium,0.0,201002,102014,,,0.95,real_odoo
SASCO0563499851,SASCO0563499851,other,small,0.0,201002,102014,,,0.95,real_odoo
الفحص الدوري للسيارات: 2500203200358,الفحص الدوري للسيارات: 2500203200358,other,small,0.0,201002,102014,,,0.95,real_odoo
IMRAN KHAN TICHET: BILL/2025/03/0008,IMRAN KHAN TICHET: BILL/2025/03/0008,other,small,0.0,201002,102014,,,0.95,real_odoo
Anwar Nasser Al-Essa Trading EST: 15295,Anwar Nasser Al-Essa Trading EST: 15295,other,small,0.0,201002,102014,,,0.95,real_odoo
General Construction Store Co.: 26098927,General Construction Store Co.: 26098927,other,small,0.0,201002,102014,,,0.95,real_odoo
Multi Tower Company: MT/2025/0610,Multi Tower Company: MT/2025/0610,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 2500202828422,Manual Payment: 2500202828422,other,small,0.0,201002,102014,,,0.95,real_odoo
الفحص الدوري للسيارات: 2500202828909,الفحص الدوري للسيارات: 2500202828909,other,small,0.0,201002,102014,,,0.95,real_odoo
Wadah Al-Deira Car Maint. Workshop: 3714,Wadah Al-Deira Car Maint. Workshop: 3714,other,medium,0.0,201002,102014,,,0.95,real_odoo
Alibaba: BILL/2025/02/0109,Alibaba: BILL/2025/02/0109,other,medium,0.0,201002,102014,,,0.95,real_odoo
فرع المدينة البيضاء لتوزيع الغاز: 1-6796,فرع المدينة البيضاء لتوزيع الغاز: 1-6796,other,small,0.0,201002,102014,,,0.95,real_odoo
Horwf Ibda'a Trading Co.: 500748,Horwf Ibda'a Trading Co.: 500748,other,medium,0.0,201002,102014,,,0.95,real_odoo
Tabador translation Est.: 67,Tabador translation Est.: 67,other,small,0.0,201002,102014,,,0.95,real_odoo
مغسلة فهد: 11-50271,مغسلة فهد: 11-50271,other,small,0.0,201002,102014,,,0.95,real_odoo
Ramez Shopping: 837,Ramez Shopping: 837,other,small,0.0,201002,102014,,,0.95,real_odoo
Rose Mart: 04136115,Rose Mart: 04136115,other,small,0.0,201002,102014,,,0.95,real_odoo
Pearl Gulf Towers Est.: 70824,Pearl Gulf Towers Est.: 70824,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 100826,Manual Payment: 100826,other,small,0.0,201002,102014,,,0.95,real_odoo
Plus Point Legal Translation: BILL/2025/03/0034,Plus Point Legal Translation: BILL/2025/03/0034,other,large,0.0,201002,102014,,,0.95,real_odoo
Masas Rental Company: SINV4074,Masas Rental Company: SINV4074,other,small,0.0,201002,102014,,,0.95,real_odoo
General Construction Store Co.: 26099031,General Construction Store Co.: 26099031,other,small,0.0,201002,102014,,,0.95,real_odoo
AliExpress: 0000547818320218,AliExpress: 0000547818320218,other,small,0.0,201002,102014,,,0.95,real_odoo
Mahfouz Saeed Al-Ghamdi Est: INV-006009,Mahfouz Saeed Al-Ghamdi Est: INV-006009,other,large,0.0,201002,102014,,,0.95,real_odoo
Hebei Sensairunsi: XJH2025-03-14-0016,Hebei Sensairunsi: XJH2025-03-14-0016,other,large,0.0,201002,102014,,,0.95,real_odoo
Bassam Sharq For Trading Est.: 139611,Bassam Sharq For Trading Est.: 139611,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 202503251053399757393,Manual Payment: 202503251053399757393,other,medium,0.0,201002,102014,,,0.95,real_odoo
stc السعودية: 37001586008,stc السعودية: 37001586008,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: BILL/2025/04/0001,Manual Payment: BILL/2025/04/0001,other,medium,0.0,201002,102014,,,0.95,real_odoo
مؤسسة ما بعد الخامسة التجارية: BILL/2025/04/0002,مؤسسة ما بعد الخامسة التجارية: BILL/2025/04/0002,other,small,0.0,201002,102014,,,0.95,real_odoo
DHL GLOBAL : BILL/2025/01/0203,DHL GLOBAL : BILL/2025/01/0203,other,small,0.0,201002,102014,,,0.95,real_odoo
stc السعودية: BILL/2025/01/0204,stc السعودية: BILL/2025/01/0204,other,small,0.0,201002,102014,,,0.95,real_odoo
stc السعودية: BILL/2025/01/0205,stc السعودية: BILL/2025/01/0205,other,small,0.0,201002,102014,,,0.95,real_odoo
Rayyan Al-Khair Trd. Co.: 33035,Rayyan Al-Khair Trd. Co.: 33035,other,medium,0.0,201002,102014,,,0.95,real_odoo
Courier Qarmeed : BILL/2025/01/0206,Courier Qarmeed : BILL/2025/01/0206,other,medium,0.0,201002,102014,,,0.95,real_odoo
Ibrahim A. Al-Fares&Bros. Trading Co.: BILL/2025/01/0207,Ibrahim A. Al-Fares&Bros. Trading Co.: BILL/2025/01/0207,other,medium,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس,شركة الدريس,other,medium,0.0,201002,102014,,,0.95,real_odoo
Plus Point Legal Translation,Plus Point Legal Translation,other,medium,15.0,201002,102014,,,0.95,real_odoo
Plus Point Legal Translation,Plus Point Legal Translation,other,medium,15.0,400051,102014,,,0.95,real_odoo
Plus Point Legal Translation,Plus Point Legal Translation,other,medium,15.0,104041,102014,,,0.95,real_odoo
COMPUBAND-Software For Eng .M.Hamdy,COMPUBAND-Software For Eng .M.Hamdy,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets,Tamimi Markets,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الزيوت الوطنية للتشغيل,شركة الزيوت الوطنية للتشغيل,other,small,0.0,201002,102014,,,0.95,real_odoo
VIP,VIP,other,small,0.0,201002,102014,,,0.95,real_odoo
Arabia Insurance,Arabia Insurance,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس 0076301202500070690,شركة الدريس 0076301202500070690,other,small,0.0,201002,102014,,,0.95,real_odoo
Eng Mahmoud Hamdy Insurance,Eng Mahmoud Hamdy Insurance,other,small,0.0,201002,102014,,,0.95,real_odoo
Office Expenses : BILL/2025/03/0058,Office Expenses : BILL/2025/03/0058,other,small,0.0,201002,102014,,,0.95,real_odoo
General Construction Store Co.,General Construction Store Co.,other,small,0.0,201002,102014,,,0.95,real_odoo
Raya Gulf Trading Company,Raya Gulf Trading Company,other,small,0.0,201002,102014,,,0.95,real_odoo
Mousa Said Al-Asmari Est.,Mousa Said Al-Asmari Est.,other,medium,0.0,201002,102014,,,0.95,real_odoo
SAND FOR BEAX KITCHEN,SAND FOR BEAX KITCHEN,other,small,0.0,201002,102014,,,0.95,real_odoo
Ibrahim A. Al-Fares&Bros. Trading Co.,Ibrahim A. Al-Fares&Bros. Trading Co.,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 328110,Manual Payment: 328110,other,small,0.0,201002,102014,,,0.95,real_odoo
ESSA AL ANAZI CO.-Cars,ESSA AL ANAZI CO.-Cars,other,small,0.0,201002,102014,,,0.95,real_odoo
stc السعودية: 37001600775-14,stc السعودية: 37001600775-14,other,small,0.0,201002,102014,,,0.95,real_odoo
Yasser Mohamed Saleh Al Ali Trading EST,Yasser Mohamed Saleh Al Ali Trading EST,other,small,0.0,201002,102014,,,0.95,real_odoo
Ahmed Bamousa Trading Est,Ahmed Bamousa Trading Est,other,small,0.0,201002,102014,,,0.95,real_odoo
الفحص الدوري للسيارات2500203677175,الفحص الدوري للسيارات2500203677175,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: INV-25-400,Manual Payment: INV-25-400,other,small,0.0,201002,102014,,,0.95,real_odoo
Gotogate,Gotogate,other,medium,0.0,201002,102014,,,0.95,real_odoo
مؤسسة القوة الزرقاء لخدمات السيارات,مؤسسة القوة الزرقاء لخدمات السيارات,other,small,0.0,201002,102014,,,0.95,real_odoo
بنشر صبا علي ال ناصر,بنشر صبا علي ال ناصر,other,small,0.0,201002,102014,,,0.95,real_odoo
ALMOSAFER FOR TRAVEL-Algarabawy,ALMOSAFER FOR TRAVEL-Algarabawy,other,medium,0.0,201002,102014,,,0.95,real_odoo
Metal Art Blacksmith Company(MABCO),Metal Art Blacksmith Company(MABCO),other,medium,0.0,201002,102014,,,0.95,real_odoo
AL HIMMA,AL HIMMA,other,small,0.0,201002,102014,,,0.95,real_odoo
ABDULLAH IBRAHIM AL,ABDULLAH IBRAHIM AL,other,small,0.0,201002,102014,,,0.95,real_odoo
SPACE CARE FOR TRADING,SPACE CARE FOR TRADING,other,medium,0.0,201002,102014,,,0.95,real_odoo
دهانات الجزيرة - Jazeera Paints,دهانات الجزيرة - Jazeera Paints,other,medium,0.0,201002,102014,,,0.95,real_odoo
Nour Al Sana Est. For Trading,Nour Al Sana Est. For Trading,other,medium,0.0,201002,102014,,,0.95,real_odoo
Sand,Sand,other,small,0.0,201002,102014,,,0.95,real_odoo
Solutions & Paths Est.: 2284,Solutions & Paths Est.: 2284,other,medium,0.0,201002,102014,,,0.95,real_odoo
Khalid Al Bahar Trading Est.: 2025-03251,Khalid Al Bahar Trading Est.: 2025-03251,other,small,0.0,201002,102014,,,0.95,real_odoo
Solutions & Paths Est.: 2297,Solutions & Paths Est.: 2297,other,small,0.0,201002,102014,,,0.95,real_odoo
Forklift: BILL/2025/01/0210,Forklift: BILL/2025/01/0210,other,medium,0.0,201002,102014,,,0.95,real_odoo
AL JAMIAH TRADING EST A4: 9122,AL JAMIAH TRADING EST A4: 9122,other,small,0.0,201002,102014,,,0.95,real_odoo
مطعم افراح لتقديم الوجبات: 20300,مطعم افراح لتقديم الوجبات: 20300,other,small,0.0,201002,102014,,,0.95,real_odoo
مطعم افراح لتقديم الوجبات: 20459,مطعم افراح لتقديم الوجبات: 20459,other,small,0.0,201002,102014,,,0.95,real_odoo
مطعم النجم الاصيل لتقديم الوجبات,مطعم النجم الاصيل لتقديم الوجبات,other,small,0.0,201002,102014,,,0.95,real_odoo
Salman Zimam Al khaldi trad. group: 36585,Salman Zimam Al khaldi trad. group: 36585,other,medium,0.0,201002,102014,,,0.95,real_odoo
Al-Shuwaier Car Services: 0728,Al-Shuwaier Car Services: 0728,other,small,0.0,201002,102014,,,0.95,real_odoo
Mastoora Work Shop: 0564,Mastoora Work Shop: 0564,other,small,0.0,201002,102014,,,0.95,real_odoo
Mohd. A. M. Al Muhaimeed Trad. Co.: 4049,Mohd. A. M. Al Muhaimeed Trad. Co.: 4049,other,small,0.0,201002,102014,,,0.95,real_odoo
Mastoora Work Shop: 1525,Mastoora Work Shop: 1525,other,small,0.0,201002,102014,,,0.95,real_odoo
Mastoora Work Shop: 0587,Mastoora Work Shop: 0587,other,small,0.0,201002,102014,,,0.95,real_odoo
Mastoora Work Shop: 0584,Mastoora Work Shop: 0584,other,small,0.0,201002,102014,,,0.95,real_odoo
Mastoora Work Shop: 1522,Mastoora Work Shop: 1522,other,small,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 5812,Manual Payment: 5812,other,small,0.0,201002,102014,,,0.95,real_odoo
Al khabir: 44334,Al khabir: 44334,other,small,0.0,201002,102014,,,0.95,real_odoo
BITEC: 1400,BITEC: 1400,other,small,0.0,201002,102014,,,0.95,real_odoo
middle eastern: 9698,middle eastern: 9698,other,small,0.0,201002,102014,,,0.95,real_odoo
united digital: 0016,united digital: 0016,other,small,0.0,201002,102014,,,0.95,real_odoo
AL ASMA STEEL Products CO: 2877,AL ASMA STEEL Products CO: 2877,other,medium,0.0,201002,102014,,,0.95,real_odoo
Naseer mohammad: 446,Naseer mohammad: 446,other,small,0.0,201002,102014,,,0.95,real_odoo
JAZEERAT ALBINAA: 3440,JAZEERAT ALBINAA: 3440,other,small,0.0,201002,102014,,,0.95,real_odoo
power control systems: 1899,power control systems: 1899,other,small,0.0,201002,102014,,,0.95,real_odoo
ABDULLAH ABDULWAHAB AL-BARRAK COMPANY FOR PLASTIC PRODUCTSt: 0358,ABDULLAH ABDULWAHAB AL-BARRAK COMPANY FOR PLASTIC PRODUCTSt: 0358,other,medium,0.0,201002,102014,,,0.95,real_odoo
Al rowad advanced trading: 011,Al rowad advanced trading: 011,other,small,0.0,201002,102014,,,0.95,real_odoo
al husaam technical: 8841,al husaam technical: 8841,other,small,0.0,201002,102014,,,0.95,real_odoo
Diyar wadha: 18597,Diyar wadha: 18597,other,small,0.0,201002,102014,,,0.95,real_odoo
بنشر الذهبي الخامس لخدمات السيارات: 003,بنشر الذهبي الخامس لخدمات السيارات: 003,other,small,0.0,201002,102014,,,0.95,real_odoo
Adark Albina Trading Est.: 12000596,Adark Albina Trading Est.: 12000596,other,small,0.0,201002,102014,,,0.95,real_odoo
Al Faris building Material Co: 0002-26480,Al Faris building Material Co: 0002-26480,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: WINV/25/45466,شركة الدريس: WINV/25/45466,other,medium,0.0,201002,102014,,,0.95,real_odoo
SURENDRA SINGH-Travelwings.com,SURENDRA SINGH-Travelwings.com,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: 0126364,شركة الدريس: 0126364,other,small,0.0,201002,102014,,,0.95,real_odoo
AL-Watan Al-Hadith Workshop: 2541,AL-Watan Al-Hadith Workshop: 2541,other,small,0.0,201002,102014,,,0.95,real_odoo
tiger achievement maintenance EST.: 9298,tiger achievement maintenance EST.: 9298,other,small,0.0,201002,102014,,,0.95,real_odoo
Darb Alwatan: 18597,Darb Alwatan: 18597,other,small,0.0,201002,102014,,,0.95,real_odoo
Jazeera Paints: 03100086,Jazeera Paints: 03100086,other,medium,0.0,201002,102014,,,0.95,real_odoo
Manual Payment: 1063,Manual Payment: 1063,other,small,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 8292,United Fuel Company (ENOC): 8292,other,small,0.0,201002,102014,,,0.95,real_odoo
United Fuel Company (ENOC): 0002,United Fuel Company (ENOC): 0002,other,medium,0.0,201002,102014,,,0.95,real_odoo
ABDULLAH  PLASTIC PRODUCTS: 0383,ABDULLAH  PLASTIC PRODUCTS: 0383,other,medium,0.0,201002,102014,,,0.95,real_odoo
mpsasata azdhar: 205,mpsasata azdhar: 205,other,small,0.0,201002,102014,,,0.95,real_odoo
aldress: 1421,aldress: 1421,other,medium,0.0,201002,102014,,,0.95,real_odoo
Yasser Mohamed Saleh Al Ali Trading EST: BILL/2025/05/0058,Yasser Mohamed Saleh Al Ali Trading EST: BILL/2025/05/0058,other,small,0.0,201002,102014,,,0.95,real_odoo
NHC: 1676,NHC: 1676,other,small,0.0,201002,102014,,,0.95,real_odoo
Yasser Mohamed Saleh Al Ali Trading EST: 9388,Yasser Mohamed Saleh Al Ali Trading EST: 9388,other,medium,0.0,201002,102014,,,0.95,real_odoo
jotun: 5517,jotun: 5517,other,small,0.0,201002,102014,,,0.95,real_odoo
smou business: 2715,smou business: 2715,other,small,0.0,201002,102014,,,0.95,real_odoo
stc السعودية: BILL/2025/05/0117,stc السعودية: BILL/2025/05/0117,other,medium,0.0,201002,102014,,,0.95,real_odoo
stc السعودية: 37001753208-1,stc السعودية: 37001753208-1,other,medium,0.0,201002,102014,,,0.95,real_odoo
GULF MASHARQ TRADING COMPANY: 20625019229,GULF MASHARQ TRADING COMPANY: 20625019229,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 202505211010052036,Tamimi Markets: 202505211010052036,other,small,0.0,201002,102014,,,0.95,real_odoo
NAJMAIN Trading Est.: BILL/2025/01/0140,NAJMAIN Trading Est.: BILL/2025/01/0140,other,small,0.0,201002,999994,,,0.95,real_odoo
Hoor International Contracting Co: INV/2025/0055,Hoor International Contracting Co: INV/2025/0055,other,medium,0.0,201002,999994,,,0.95,real_odoo
GOOGLE CLOUD EMEA LIMITED: 5264634151,GOOGLE CLOUD EMEA LIMITED: 5264634151,other,medium,0.0,201002,102014,,,0.95,real_odoo
N SHIELD-Key For Basim Car : #35815,N SHIELD-Key For Basim Car : #35815,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: 202506021010075228,Tamimi Markets: 202506021010075228,other,small,0.0,201002,102014,,,0.95,real_odoo
Palm: 110054436,Palm: 110054436,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة هلا السعودية للخدمات البترولية: 31978,شركة هلا السعودية للخدمات البترولية: 31978,other,small,0.0,201002,102014,,,0.95,real_odoo
Amazon: BILL/2025/04/0075,Amazon: BILL/2025/04/0075,other,small,0.0,201002,102014,,,0.95,real_odoo
mopar: 2278,mopar: 2278,other,small,0.0,201002,102014,,,0.95,real_odoo
Yasser Mohamed Saleh Al Ali Trading EST: 8641,Yasser Mohamed Saleh Al Ali Trading EST: 8641,other,small,0.0,201002,102014,,,0.95,real_odoo
BURRAH AL KALEEJ: BILL/2025/01/0166,BURRAH AL KALEEJ: BILL/2025/01/0166,other,medium,0.0,201002,102014,,,0.95,real_odoo
مكتبة الوان المعرفة: 2412418,مكتبة الوان المعرفة: 2412418,other,small,0.0,201002,999993,,,0.95,real_odoo
JAZEERAT ALBINAA: 8296,JAZEERAT ALBINAA: 8296,other,small,0.0,201002,102014,,,0.95,real_odoo
Abdulrahman Ahmed Abdullah Alrajhi: 5867,Abdulrahman Ahmed Abdullah Alrajhi: 5867,other,medium,0.0,201002,102014,,,0.95,real_odoo
ESSA AL ANAZI CO.: 6967,ESSA AL ANAZI CO.: 6967,other,small,0.0,201002,102014,,,0.95,real_odoo
AL-NEMAR TRADING CO.: 9430,AL-NEMAR TRADING CO.: 9430,other,medium,0.0,201002,102014,,,0.95,real_odoo
mosasata azdhar: 0001,mosasata azdhar: 0001,other,small,0.0,201002,102014,,,0.95,real_odoo
Arkan Al Afia trading EST 97750,Arkan Al Afia trading EST 97750,other,small,0.0,201002,999993,,,0.95,real_odoo
Arkan Al Afia trading EST: 97761,Arkan Al Afia trading EST: 97761,other,small,0.0,201002,999993,,,0.95,real_odoo
Adeel Tufail: BILL/2025/01/0138,Adeel Tufail: BILL/2025/01/0138,other,small,0.0,201002,102014,,,0.95,real_odoo
Solutions & Paths Est.-By Emad : 2278,Solutions & Paths Est.-By Emad : 2278,other,small,0.0,201002,102014,,,0.95,real_odoo
Makarem ALNokhba: BILL/2025/01/0141,Makarem ALNokhba: BILL/2025/01/0141,other,medium,0.0,201002,999994,,,0.95,real_odoo
- strongest tire car services co: 3160,- strongest tire car services co: 3160,other,small,0.0,201002,102014,,,0.95,real_odoo
Multi Tower Company: 1744,Multi Tower Company: 1744,other,medium,0.0,201002,102014,,,0.95,real_odoo
stc السعودية: 10997405,stc السعودية: 10997405,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: 00084087,شركة الدريس: 00084087,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: 00077153,شركة الدريس: 00077153,other,small,0.0,201002,102014,,,0.95,real_odoo
Al-kawther star: 14321,Al-kawther star: 14321,other,small,0.0,201002,102014,,,0.95,real_odoo
Multi Task LLC: BILL/2025/04/0156,Multi Task LLC: BILL/2025/04/0156,other,medium,0.0,201002,102014,,,0.95,real_odoo
Multi Task LLC: BILL/2025/04/0157,Multi Task LLC: BILL/2025/04/0157,other,small,0.0,201002,102014,,,0.95,real_odoo
Ali mohammed Ali workshop/2025/04/0158,Ali mohammed Ali workshop/2025/04/0158,other,medium,0.0,201002,102014,,,0.95,real_odoo
ZKTECO SECURITY L.L.C: BILL/2025/06/0071,ZKTECO SECURITY L.L.C: BILL/2025/06/0071,other,medium,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: BILL/2025/06/0072,Tamimi Markets: BILL/2025/06/0072,other,small,0.0,201002,102014,,,0.95,real_odoo
Tamimi Markets: BILL/2025/06/0073,Tamimi Markets: BILL/2025/06/0073,other,small,0.0,201002,102014,,,0.95,real_odoo
Bassam Sharq For Trading Est.: 131208,Bassam Sharq For Trading Est.: 131208,other,medium,0.0,201002,102014,,,0.95,real_odoo
Al Rayan and Gulf Company: BILL/2025/06/0079,Al Rayan and Gulf Company: BILL/2025/06/0079,other,large,0.0,201002,102014,,,0.95,real_odoo
A-deyar Al: 4306,A-deyar Al: 4306,other,medium,0.0,201002,102014,,,0.95,real_odoo
Ahmed al rajhi: 7484,Ahmed al rajhi: 7484,other,small,0.0,201002,102014,,,0.95,real_odoo
mosasata azdhar: 0010,mosasata azdhar: 0010,other,medium,0.0,201002,102014,,,0.95,real_odoo
AIRSIAL TRAVEL LIMITED: BILL/2025/04/0159,AIRSIAL TRAVEL LIMITED: BILL/2025/04/0159,other,small,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: WINV/25/29541,شركة الدريس: WINV/25/29541,other,medium,0.0,201002,102014,,,0.95,real_odoo
king Oil: 004,king Oil: 004,other,small,0.0,201002,102014,,,0.95,real_odoo
RUWAD ALAMAN FOR SAFETY EQUIPMENTS: 2213,RUWAD ALAMAN FOR SAFETY EQUIPMENTS: 2213,other,medium,0.0,201002,102014,,,0.95,real_odoo
mosasata azdhar: BILL/2025/07/0008,mosasata azdhar: BILL/2025/07/0008,other,small,0.0,201002,102014,,,0.95,real_odoo
Al Mousa specialized cables Est.: 7086,Al Mousa specialized cables Est.: 7086,other,small,0.0,201002,102014,,,0.95,real_odoo
unified solution company: 1211,unified solution company: 1211,other,small,0.0,201002,102014,,,0.95,real_odoo
Marker: 3724,Marker: 3724,other,small,0.0,201002,102014,,,0.95,real_odoo
Ahmed hussen baqeel: 3347,Ahmed hussen baqeel: 3347,other,small,0.0,201002,102014,,,0.95,real_odoo
Naseer mohammad: 8355,Naseer mohammad: 8355,other,small,0.0,201002,102014,,,0.95,real_odoo
altaj alasli: 1446,altaj alasli: 1446,other,small,0.0,201002,102014,,,0.95,real_odoo
JADAWELL WATER FACTORY COMPANY: 25044498,JADAWELL WATER FACTORY COMPANY: 25044498,other,medium,0.0,201002,102014,,,0.95,real_odoo
شركة الدريس: 0162301202500034957,شركة الدريس: 0162301202500034957,other,small,0.0,201002,102014,,,0.95,real_odoo
Bridgestone: 1953,Bridgestone: 1953,other,small,0.0,201002,102014,,,0.95,real_odoo
مؤسسة احساس البرود لصيانة المكيفات: 312-2025,مؤسسة احساس البرود لصيانة المكيفات: 312-2025,other,medium,0.0,201002,102014,,,0.95,real_odoo
Rehab Dubai Trading Company: 8893,Rehab Dubai Trading Company: 8893,other,small,0.0,201002,102014,,,0.95,real_odoo
Al-Yazidi Trading Co.: 5087,Al-Yazidi Trading Co.: 5087,other,small,0.0,201002,102014,,,0.95,real_odoo
